QUANTITYORDERED,SELLINGPRICE,SALES,ORDERDATE,STATUS,PRODUCTLINE,ACTUALPRICE,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE
48,52.36,2513.28,11/1/2004 0:00,Shipped,Classic Cars,207,S12_1108,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small
42,100.0,4764.48,12/15/2004 0:00,Shipped,Classic Cars,207,S12_1108,Reims Collectables,Reims,France,Medium
32,100.0,3560.64,1/23/2005 0:00,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
34,100.0,3823.64,2/17/2005 0:00,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
33,69.12,2280.96,3/17/2005 0:00,Shipped,Classic Cars,207,S12_1108,Lyon Souveniers,Paris,France,Small
36,100.0,8677.8,5/5/2005 0:00,Shipped,Classic Cars,207,S12_1108,Gift Depot Inc.,Bridgewater,USA,Large
27,100.0,3394.98,1/29/2003 0:00,Shipped,Trucks and Buses,136,S12_1666,Baane Mini Imports,Stavern,Norway,Medium
21,100.0,3415.44,3/26/2003 0:00,Shipped,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
21,100.0,2439.57,5/28/2003 0:00,Shipped,Trucks and Buses,136,S12_1666,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small
38,100.0,4829.8,7/24/2003 0:00,Shipped,Trucks and Buses,136,S12_1666,Technics Stores Inc.,Burlingame,USA,Medium
30,100.0,4100.1,9/19/2003 0:00,Shipped,Trucks and Buses,136,S12_1666,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
49,100.0,6563.06,10/21/2003 0:00,Resolved,Trucks and Buses,136,S12_1666,Mini Auto Werke,Graz,Austria,Medium
43,100.0,6817.22,11/6/2003 0:00,Shipped,Trucks and Buses,136,S12_1666,"Australian Gift Network, Co",South Brisbane,Australia,Medium
41,100.0,6163.94,11/13/2003 0:00,Shipped,Trucks and Buses,136,S12_1666,"Classic Gift Ideas, Inc",Philadelphia,USA,Medium
38,100.0,4933.92,11/25/2003 0:00,Shipped,Trucks and Buses,136,S12_1666,"Saveley & Henriot, Co.",Lyon,France,Medium
28,100.0,4056.36,12/5/2003 0:00,Shipped,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,Vancouver,Canada,Medium
43,100.0,5759.42,2/2/2004 0:00,Shipped,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,Versailles,France,Medium
25,100.0,3451.0,3/11/2004 0:00,Shipped,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
38,100.0,5920.4,5/4/2004 0:00,Shipped,Trucks and Buses,136,S12_1666,Super Scale Inc.,New Haven,USA,Medium
41,100.0,6668.24,6/15/2004 0:00,Shipped,Trucks and Buses,136,S12_1666,"Tokyo Collectables, Ltd",Minato-ku,Japan,Medium
28,100.0,4094.72,7/19/2004 0:00,Shipped,Trucks and Buses,136,S12_1666,Souveniers And Things Co.,Chatswood,Australia,Medium
25,100.0,2938.5,8/19/2004 0:00,Shipped,Trucks and Buses,136,S12_1666,Diecast Classics Inc.,Allentown,USA,Small
41,100.0,6387.8,9/8/2004 0:00,Shipped,Trucks and Buses,136,S12_1666,Scandinavian Gift Ideas,Boras,Sweden,Medium
39,100.0,6396.0,10/11/2004 0:00,Shipped,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,Versailles,France,Medium
21,100.0,2669.1,10/22/2004 0:00,Shipped,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,Vancouver,Canada,Small
27,100.0,4784.13,11/4/2004 0:00,Shipped,Trucks and Buses,136,S12_1666,Online Diecast Creations Co.,Nashua,USA,Medium
33,99.21,3273.93,11/18/2004 0:00,Shipped,Trucks and Buses,136,S12_1666,Mini Wheels Co.,San Francisco,USA,Medium
29,100.0,3586.43,11/29/2004 0:00,Shipped,Trucks and Buses,136,S12_1666,"Australian Collectors, Co.",Melbourne,Australia,Medium
49,100.0,5960.36,12/10/2004 0:00,Shipped,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
49,100.0,8470.14,1/20/2005 0:00,Shipped,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",North Sydney,Australia,Large
20,100.0,2952.0,2/17/2005 0:00,Shipped,Trucks and Buses,136,S12_1666,Corporate Gift Ideas Co.,San Francisco,USA,Small
39,63.2,2464.8,3/9/2005 0:00,Shipped,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",North Sydney,Australia,Small
40,100.0,6232.0,5/1/2005 0:00,Shipped,Trucks and Buses,136,S12_1666,Quebec Home Shopping Network,Montreal,Canada,Medium
49,100.0,7969.36,5/31/2005 0:00,In Process,Trucks and Buses,136,S12_1666,Euro Shopping Channel,Madrid,Spain,Large
21,100.0,3036.6,2/24/2003 0:00,Shipped,Motorcycles,150,S12_2823,Land of Toys Inc.,NYC,USA,Medium
50,100.0,8284.0,5/7/2003 0:00,Shipped,Motorcycles,150,S12_2823,Reims Collectables,Reims,France,Large
20,100.0,2711.2,7/1/2003 0:00,Shipped,Motorcycles,150,S12_2823,Lyon Souveniers,Paris,France,Small
49,100.0,8339.8,8/25/2003 0:00,Shipped,Motorcycles,150,S12_2823,Toys4GrownUps.com,Pasadena,USA,Large
38,100.0,6238.84,10/10/2003 0:00,Shipped,Motorcycles,150,S12_2823,Corporate Gift Ideas Co.,San Francisco,USA,Medium
35,100.0,4639.25,11/4/2003 0:00,Shipped,Motorcycles,150,S12_2823,"Anna's Decorations, Ltd",North Sydney,Australia,Medium
40,100.0,6747.6,11/11/2003 0:00,Shipped,Motorcycles,150,S12_2823,Daedalus Designs Imports,Lille,France,Medium
28,100.0,4512.48,11/18/2003 0:00,Shipped,Motorcycles,150,S12_2823,Toys4GrownUps.com,Pasadena,USA,Medium
25,100.0,4029.0,12/1/2003 0:00,Shipped,Motorcycles,150,S12_2823,Mini Wheels Co.,San Francisco,USA,Medium
36,100.0,4771.8,1/15/2004 0:00,Shipped,Motorcycles,150,S12_2823,Auto Canal Petit,Paris,France,Medium
43,100.0,6087.94,2/21/2004 0:00,Shipped,Motorcycles,150,S12_2823,Daedalus Designs Imports,Lille,France,Medium
32,100.0,4193.28,4/5/2004 0:00,Shipped,Motorcycles,150,S12_2823,Vitachrome Inc.,NYC,USA,Medium
46,100.0,7552.28,5/18/2004 0:00,Shipped,Motorcycles,150,S12_2823,Tekni Collectables Inc.,Newark,USA,Large
48,100.0,6434.4,6/28/2004 0:00,Shipped,Motorcycles,150,S12_2823,Gift Depot Inc.,Bridgewater,USA,Medium
43,100.0,5181.5,8/2/2004 0:00,Shipped,Motorcycles,150,S12_2823,Online Mini Collectables,Brickhaven,USA,Medium
49,100.0,6863.92,8/27/2004 0:00,Shipped,Motorcycles,150,S12_2823,Marta's Replicas Co.,Cambridge,USA,Medium
24,100.0,4157.04,9/30/2004 0:00,Shipped,Motorcycles,150,S12_2823,"Toys of Finland, Co.",Helsinki,Finland,Medium
26,100.0,4660.24,10/15/2004 0:00,Shipped,Motorcycles,150,S12_2823,Baane Mini Imports,Stavern,Norway,Medium
30,100.0,4111.8,11/3/2004 0:00,Shipped,Motorcycles,150,S12_2823,Microscale Inc.,NYC,USA,Medium
24,100.0,3542.64,11/15/2004 0:00,Shipped,Motorcycles,150,S12_2823,Land of Toys Inc.,NYC,USA,Medium
55,100.0,8118.55,11/24/2004 0:00,Shipped,Motorcycles,150,S12_2823,Salzburg Collectables,Salzburg,Austria,Large
22,100.0,3877.06,1/5/2005 0:00,Shipped,Motorcycles,150,S12_2823,Technics Stores Inc.,Burlingame,USA,Medium
49,78.92,3867.08,2/3/2005 0:00,Shipped,Motorcycles,150,S12_2823,La Rochelle Gifts,Nantes,France,Medium
44,100.0,5951.44,3/3/2005 0:00,Shipped,Motorcycles,150,S12_2823,FunGiftIdeas.com,New Bedford,USA,Medium
66,100.0,8648.64,4/8/2005 0:00,Shipped,Motorcycles,150,S12_2823,"UK Collectables, Ltd.",Liverpool,UK,Large
21,100.0,3447.78,5/13/2005 0:00,Disputed,Motorcycles,150,S12_2823,Euro Shopping Channel,Madrid,Spain,Medium
34,100.0,5958.5,1/31/2003 0:00,Shipped,Classic Cars,151,S12_3148,Euro Shopping Channel,Madrid,Spain,Medium
43,100.0,5911.64,4/16/2003 0:00,Shipped,Classic Cars,151,S12_3148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
46,100.0,7366.44,6/3/2003 0:00,Shipped,Classic Cars,151,S12_3148,Muscle Machine Inc,NYC,USA,Large
33,100.0,4985.64,8/8/2003 0:00,Shipped,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
42,100.0,5393.64,9/28/2003 0:00,Shipped,Classic Cars,151,S12_3148,Euro Shopping Channel,Madrid,Spain,Medium
34,100.0,4880.02,10/22/2003 0:00,Shipped,Classic Cars,151,S12_3148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
47,100.0,8378.69,11/6/2003 0:00,Shipped,Classic Cars,151,S12_3148,L'ordine Souveniers,Reggio Emilia,Italy,Large
33,100.0,4038.21,11/14/2003 0:00,Shipped,Classic Cars,151,S12_3148,Mini Creations Ltd.,New Bedford,USA,Medium
24,100.0,3807.12,11/26/2003 0:00,Shipped,Classic Cars,151,S12_3148,Super Scale Inc.,New Haven,USA,Medium
26,100.0,3142.36,1/2/2004 0:00,Shipped,Classic Cars,151,S12_3148,"Saveley & Henriot, Co.",Lyon,France,Medium
30,100.0,4713.6,2/12/2004 0:00,Shipped,Classic Cars,151,S12_3148,"Clover Collections, Co.",Dublin,Ireland,Medium
43,100.0,7016.31,3/15/2004 0:00,Shipped,Classic Cars,151,S12_3148,"Blauer See Auto, Co.",Frankfurt,Germany,Large
25,100.0,4381.25,5/5/2004 0:00,Shipped,Classic Cars,151,S12_3148,Suominen Souveniers,Espoo,Finland,Medium
27,100.0,4283.01,7/20/2004 0:00,Shipped,Classic Cars,151,S12_3148,Diecast Classics Inc.,Allentown,USA,Medium
27,100.0,4364.82,8/20/2004 0:00,Shipped,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
24,100.0,4242.24,9/9/2004 0:00,Shipped,Classic Cars,151,S12_3148,Amica Models & Co.,Torino,Italy,Medium
34,100.0,4982.7,10/14/2004 0:00,Shipped,Classic Cars,151,S12_3148,"AV Stores, Co.",Manchester,UK,Medium
46,100.0,6393.54,10/22/2004 0:00,Shipped,Classic Cars,151,S12_3148,Heintze Collectables,Aaarhus,Denmark,Medium
27,54.33,1466.91,11/5/2004 0:00,Shipped,Classic Cars,151,S12_3148,Vitachrome Inc.,NYC,USA,Small
33,100.0,4059.33,11/20/2004 0:00,Shipped,Classic Cars,151,S12_3148,"La Corne D'abondance, Co.",Paris,France,Medium
47,100.0,4801.52,11/1/2004 0:00,Shipped,Classic Cars,151,S12_3148,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium
49,55.34,2711.66,12/10/2004 0:00,Shipped,Classic Cars,151,S12_3148,Euro Shopping Channel,Madrid,Spain,Small
40,100.0,5862.0,1/26/2005 0:00,Shipped,Classic Cars,151,S12_3148,"Tokyo Collectables, Ltd",Minato-ku,Japan,Medium
37,100.0,4071.85,2/17/2005 0:00,Shipped,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
47,100.0,8236.75,5/5/2005 0:00,Shipped,Classic Cars,151,S12_3148,Gift Depot Inc.,Bridgewater,USA,Large
45,100.0,6130.35,3/3/2003 0:00,Shipped,Classic Cars,117,S12_3380,Cruz & Sons Co.,Makati City,Philippines,Medium
37,99.82,3693.34,5/8/2003 0:00,Shipped,Classic Cars,117,S12_3380,Marseille Mini Autos,Marseille,France,Medium
48,100.0,6031.68,7/2/2003 0:00,Shipped,Classic Cars,117,S12_3380,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
31,100.0,3494.94,9/5/2003 0:00,Shipped,Classic Cars,117,S12_3380,Collectables For Less Inc.,Brickhaven,USA,Medium
46,100.0,5294.14,10/11/2003 0:00,Shipped,Classic Cars,117,S12_3380,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,Medium
47,100.0,5464.69,11/4/2003 0:00,Shipped,Classic Cars,117,S12_3380,Mini Auto Werke,Graz,Austria,Medium
28,100.0,2860.76,11/12/2003 0:00,Shipped,Classic Cars,117,S12_3380,Herkku Gifts,Bergen,Norway,Small
40,100.0,5590.0,11/20/2003 0:00,Shipped,Classic Cars,117,S12_3380,"Toms Spezialitten, Ltd",Koln,Germany,Medium
20,100.0,2254.8,12/2/2003 0:00,Shipped,Classic Cars,117,S12_3380,Euro Shopping Channel,Madrid,Spain,Small
39,100.0,4946.76,1/16/2004 0:00,Shipped,Classic Cars,117,S12_3380,Euro Shopping Channel,Madrid,Spain,Medium
25,99.82,2495.5,2/22/2004 0:00,Shipped,Classic Cars,117,S12_3380,"Vida Sport, Ltd",Gensve,Switzerland,Small
29,100.0,3167.38,4/9/2004 0:00,Shipped,Classic Cars,117,S12_3380,Danish Wholesale Imports,Kobenhavn,Denmark,Medium
22,100.0,2402.84,6/1/2004 0:00,Cancelled,Classic Cars,117,S12_3380,"UK Collectables, Ltd.",Liverpool,UK,Small
22,100.0,2454.54,7/6/2004 0:00,Shipped,Classic Cars,117,S12_3380,L'ordine Souveniers,Reggio Emilia,Italy,Small
47,100.0,5464.69,8/2/2004 0:00,Shipped,Classic Cars,117,S12_3380,Online Mini Collectables,Brickhaven,USA,Medium
45,100.0,4756.5,8/30/2004 0:00,Shipped,Classic Cars,117,S12_3380,"Vida Sport, Ltd",Gensve,Switzerland,Medium
29,100.0,3984.6,10/4/2003 0:00,Shipped,Classic Cars,117,S12_3380,"Blauer See Auto, Co.",Frankfurt,Germany,Medium
24,100.0,3100.32,10/16/2004 0:00,Shipped,Classic Cars,117,S12_3380,"Toms Spezialitten, Ltd",Koln,Germany,Medium
35,100.0,4850.3,11/3/2004 0:00,Shipped,Classic Cars,117,S12_3380,"Volvo Model Replicas, Co",Lule,Sweden,Medium
46,83.63,3846.98,11/15/2004 0:00,Shipped,Classic Cars,117,S12_3380,Land of Toys Inc.,NYC,USA,Medium
44,95.93,4220.92,11/24/2004 0:00,Shipped,Classic Cars,117,S12_3380,Salzburg Collectables,Salzburg,Austria,Medium
34,96.73,3288.82,1/6/2005 0:00,Shipped,Classic Cars,117,S12_3380,Suominen Souveniers,Espoo,Finland,Medium
35,100.0,3987.2,2/8/2005 0:00,Shipped,Classic Cars,117,S12_3380,Boards & Toys Co.,Glendale,USA,Medium
25,72.38,1809.5,3/3/2005 0:00,Shipped,Classic Cars,117,S12_3380,Scandinavian Gift Ideas,Boras,Sweden,Small
10,100.0,1092.2,5/17/2005 0:00,Shipped,Classic Cars,117,S12_3380,Salzburg Collectables,Salzburg,Austria,Small
29,100.0,4566.05,2/11/2003 0:00,Shipped,Classic Cars,173,S12_3891,Danish Wholesale Imports,Kobenhavn,Denmark,Medium
39,100.0,5938.14,4/16/2003 0:00,Shipped,Classic Cars,173,S12_3891,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
42,100.0,8138.76,6/3/2003 0:00,Shipped,Classic Cars,173,S12_3891,Muscle Machine Inc,NYC,USA,Large
46,100.0,9470.94,8/8/2003 0:00,Shipped,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,USA,Large
49,100.0,7036.89,9/28/2003 0:00,Shipped,Classic Cars,173,S12_3891,Euro Shopping Channel,Madrid,Spain,Large
27,100.0,5559.03,10/22/2003 0:00,Shipped,Classic Cars,173,S12_3891,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
50,100.0,7872.5,11/6/2003 0:00,Shipped,Classic Cars,173,S12_3891,L'ordine Souveniers,Reggio Emilia,Italy,Large
43,100.0,7886.2,11/14/2003 0:00,Shipped,Classic Cars,173,S12_3891,Mini Creations Ltd.,New Bedford,USA,Large
38,100.0,7232.16,11/26/2003 0:00,Shipped,Classic Cars,173,S12_3891,Super Scale Inc.,New Haven,USA,Large
20,100.0,3114.4,1/2/2004 0:00,Shipped,Classic Cars,173,S12_3891,"Saveley & Henriot, Co.",Lyon,France,Medium
27,100.0,5045.22,2/12/2004 0:00,Shipped,Classic Cars,173,S12_3891,"Clover Collections, Co.",Dublin,Ireland,Medium
49,100.0,6952.12,3/19/2004 0:00,Shipped,Classic Cars,173,S12_3891,CAF Imports,Madrid,Spain,Medium
27,100.0,4157.73,5/5/2004 0:00,Shipped,Classic Cars,173,S12_3891,Suominen Souveniers,Espoo,Finland,Medium
39,100.0,7962.24,7/20/2004 0:00,Shipped,Classic Cars,173,S12_3891,Diecast Classics Inc.,Allentown,USA,Large
24,100.0,3778.8,8/20/2004 0:00,Shipped,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
45,100.0,8253.0,9/9/2004 0:00,Shipped,Classic Cars,173,S12_3891,Amica Models & Co.,Torino,Italy,Large
20,100.0,3633.4,10/14/2004 0:00,Shipped,Classic Cars,173,S12_3891,"AV Stores, Co.",Manchester,UK,Medium
36,100.0,6913.8,10/22/2004 0:00,Shipped,Classic Cars,173,S12_3891,Heintze Collectables,Aaarhus,Denmark,Medium
24,100.0,2583.6,11/5/2004 0:00,Shipped,Classic Cars,173,S12_3891,Baane Mini Imports,Stavern,Norway,Small
49,63.38,3105.62,11/20/2004 0:00,Shipped,Classic Cars,173,S12_3891,"La Corne D'abondance, Co.",Paris,France,Medium
26,100.0,4408.56,12/1/2004 0:00,Shipped,Classic Cars,173,S12_3891,Muscle Machine Inc,NYC,USA,Medium
49,62.09,3042.41,12/15/2004 0:00,Shipped,Classic Cars,173,S12_3891,Reims Collectables,Reims,France,Medium
34,100.0,5941.5,1/26/2005 0:00,Shipped,Classic Cars,173,S12_3891,"Tokyo Collectables, Ltd",Minato-ku,Japan,Medium
34,95.35,3241.9,2/17/2005 0:00,Shipped,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
33,100.0,6109.29,3/23/2005 0:00,Shipped,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
22,100.0,3387.78,5/5/2005 0:00,Shipped,Classic Cars,173,S12_3891,Gift Depot Inc.,Bridgewater,USA,Medium
39,89.38,3485.82,3/3/2003 0:00,Shipped,Classic Cars,79,S12_3990,Cruz & Sons Co.,Makati City,Philippines,Medium
32,63.84,2042.88,5/8/2003 0:00,Shipped,Classic Cars,79,S12_3990,Marseille Mini Autos,Marseille,France,Small
24,75.01,1800.24,7/2/2003 0:00,Shipped,Classic Cars,79,S12_3990,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
21,63.84,1340.64,9/5/2003 0:00,Shipped,Classic Cars,79,S12_3990,Collectables For Less Inc.,Brickhaven,USA,Small
24,73.42,1762.08,10/10/2003 0:00,Shipped,Classic Cars,79,S12_3990,Corporate Gift Ideas Co.,San Francisco,USA,Small
36,63.84,2298.24,11/4/2003 0:00,Shipped,Classic Cars,79,S12_3990,"Anna's Decorations, Ltd",North Sydney,Australia,Small
20,81.4,1628.0,11/12/2003 0:00,Shipped,Classic Cars,79,S12_3990,Herkku Gifts,Bergen,Norway,Small
30,64.64,1939.2,11/20/2003 0:00,Shipped,Classic Cars,79,S12_3990,"Toms Spezialitten, Ltd",Koln,Germany,Small
44,82.99,3651.56,12/2/2003 0:00,Shipped,Classic Cars,79,S12_3990,Euro Shopping Channel,Madrid,Spain,Medium
28,92.57,2591.96,1/15/2004 0:00,Shipped,Classic Cars,79,S12_3990,Auto Canal Petit,Paris,France,Small
37,77.41,2864.17,2/22/2004 0:00,Shipped,Classic Cars,79,S12_3990,"Vida Sport, Ltd",Gensve,Switzerland,Small
20,74.21,1484.2,4/9/2004 0:00,Shipped,Classic Cars,79,S12_3990,Danish Wholesale Imports,Kobenhavn,Denmark,Small
25,90.17,2254.25,6/1/2004 0:00,Cancelled,Classic Cars,79,S12_3990,"UK Collectables, Ltd.",Liverpool,UK,Small
35,76.61,2681.35,7/6/2004 0:00,Shipped,Classic Cars,79,S12_3990,L'ordine Souveniers,Reggio Emilia,Italy,Small
38,83.79,3184.02,8/2/2004 0:00,Shipped,Classic Cars,79,S12_3990,Online Mini Collectables,Brickhaven,USA,Medium
41,69.43,2846.63,8/30/2004 0:00,Shipped,Classic Cars,79,S12_3990,"Vida Sport, Ltd",Gensve,Switzerland,Small
22,76.61,1685.42,10/4/2003 0:00,Shipped,Classic Cars,79,S12_3990,"Blauer See Auto, Co.",Frankfurt,Germany,Small
49,81.4,3988.6,10/16/2004 0:00,Shipped,Classic Cars,79,S12_3990,"Toms Spezialitten, Ltd",Koln,Germany,Medium
38,73.42,2789.96,11/3/2004 0:00,Shipped,Classic Cars,79,S12_3990,"Volvo Model Replicas, Co",Lule,Sweden,Small
33,100.0,3607.56,11/15/2004 0:00,Shipped,Classic Cars,79,S12_3990,Land of Toys Inc.,NYC,USA,Medium
36,93.56,3368.16,11/24/2004 0:00,Shipped,Classic Cars,79,S12_3990,Salzburg Collectables,Salzburg,Austria,Medium
34,81.62,2775.08,1/6/2005 0:00,Shipped,Classic Cars,79,S12_3990,Suominen Souveniers,Espoo,Finland,Small
24,67.83,1627.92,2/9/2005 0:00,Shipped,Classic Cars,79,S12_3990,"Toys of Finland, Co.",Helsinki,Finland,Small
36,70.26,2529.36,3/3/2005 0:00,Shipped,Classic Cars,79,S12_3990,Scandinavian Gift Ideas,Boras,Sweden,Small
34,90.17,3065.78,5/17/2005 0:00,Shipped,Classic Cars,79,S12_3990,Salzburg Collectables,Salzburg,Austria,Medium
41,100.0,4615.78,1/31/2003 0:00,Shipped,Trucks and Buses,118,S12_4473,Euro Shopping Channel,Madrid,Spain,Medium
46,100.0,5723.78,4/4/2003 0:00,Shipped,Trucks and Buses,118,S12_4473,Classic Legends Inc.,NYC,USA,Medium
24,100.0,2559.6,6/3/2003 0:00,Shipped,Trucks and Buses,118,S12_4473,Muscle Machine Inc,NYC,USA,Small
21,100.0,2140.11,8/1/2003 0:00,Shipped,Trucks and Buses,118,S12_4473,Suominen Souveniers,Espoo,Finland,Small
24,100.0,3327.6,9/21/2003 0:00,Shipped,Trucks and Buses,118,S12_4473,"Oulu Toy Supplies, Inc.",Oulu,Finland,Medium
48,100.0,6825.6,10/22/2003 0:00,Shipped,Trucks and Buses,118,S12_4473,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
26,100.0,3543.28,11/6/2003 0:00,Shipped,Trucks and Buses,118,S12_4473,"Stylish Desk Decors, Co.",London,UK,Medium
37,100.0,4516.22,11/14/2003 0:00,Shipped,Trucks and Buses,118,S12_4473,"Iberia Gift Imports, Corp.",Sevilla,Spain,Medium
49,100.0,6445.46,11/25/2003 0:00,Shipped,Trucks and Buses,118,S12_4473,Mini Classics,White Plains,USA,Medium
34,99.54,3384.36,12/9/2003 0:00,Shipped,Trucks and Buses,118,S12_4473,Diecast Collectables,Boston,USA,Medium
48,100.0,4891.68,2/10/2004 0:00,Shipped,Trucks and Buses,118,S12_4473,Signal Collectibles Ltd.,Brisbane,USA,Medium
36,100.0,4521.96,3/11/2004 0:00,Shipped,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
46,100.0,5069.66,5/5/2004 0:00,Shipped,Trucks and Buses,118,S12_4473,Euro Shopping Channel,Madrid,Spain,Medium
46,100.0,6541.2,6/15/2004 0:00,Shipped,Trucks and Buses,118,S12_4473,Handji Gifts& Co,Singapore,Singapore,Medium
31,97.17,3012.27,7/20/2004 0:00,Shipped,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
41,100.0,5247.18,8/19/2004 0:00,Shipped,Trucks and Buses,118,S12_4473,Diecast Classics Inc.,Allentown,USA,Medium
21,100.0,2214.87,9/8/2004 0:00,Shipped,Trucks and Buses,118,S12_4473,Land of Toys Inc.,NYC,USA,Small
38,100.0,4773.18,10/13/2004 0:00,Shipped,Trucks and Buses,118,S12_4473,Marta's Replicas Co.,Cambridge,USA,Medium
45,100.0,6185.7,10/22/2004 0:00,Shipped,Trucks and Buses,118,S12_4473,Heintze Collectables,Aaarhus,Denmark,Medium
26,58.38,1517.88,11/5/2004 0:00,Shipped,Trucks and Buses,118,S12_4473,Vitachrome Inc.,NYC,USA,Small
38,100.0,6372.6,11/20/2004 0:00,Shipped,Trucks and Buses,118,S12_4473,"La Corne D'abondance, Co.",Paris,France,Medium
48,100.0,5232.96,12/1/2004 0:00,Shipped,Trucks and Buses,118,S12_4473,Muscle Machine Inc,NYC,USA,Medium
42,64.16,2694.72,12/10/2004 0:00,Shipped,Trucks and Buses,118,S12_4473,Euro Shopping Channel,Madrid,Spain,Small
49,35.71,1749.79,1/23/2005 0:00,Shipped,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
32,66.58,2130.56,2/17/2005 0:00,Shipped,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
54,100.0,5951.34,5/3/2005 0:00,Shipped,Trucks and Buses,118,S12_4473,Euro Shopping Channel,Madrid,Spain,Medium
33,100.0,4692.6,5/31/2005 0:00,In Process,Trucks and Buses,118,S12_4473,La Rochelle Gifts,Nantes,France,Medium
36,100.0,3731.04,3/3/2003 0:00,Shipped,Classic Cars,115,S12_4675,Cruz & Sons Co.,Makati City,Philippines,Medium
20,100.0,2142.0,5/8/2003 0:00,Shipped,Classic Cars,115,S12_4675,Marseille Mini Autos,Marseille,France,Small
29,97.89,2838.81,7/2/2003 0:00,Shipped,Classic Cars,115,S12_4675,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
33,97.89,3230.37,9/5/2003 0:00,Shipped,Classic Cars,115,S12_4675,Collectables For Less Inc.,Brickhaven,USA,Medium
50,100.0,5182.0,10/11/2003 0:00,Shipped,Classic Cars,115,S12_4675,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,Medium
41,100.0,4391.1,11/4/2003 0:00,Shipped,Classic Cars,115,S12_4675,Mini Auto Werke,Graz,Austria,Medium
36,100.0,4477.32,11/12/2003 0:00,Shipped,Classic Cars,115,S12_4675,Herkku Gifts,Bergen,Norway,Medium
27,100.0,3544.56,11/20/2003 0:00,Shipped,Classic Cars,115,S12_4675,Online Diecast Creations Co.,Nashua,USA,Medium
47,100.0,5195.85,12/2/2003 0:00,Shipped,Classic Cars,115,S12_4675,Euro Shopping Channel,Madrid,Spain,Medium
33,100.0,4180.44,1/16/2004 0:00,Shipped,Classic Cars,115,S12_4675,Euro Shopping Channel,Madrid,Spain,Medium
21,100.0,2684.43,2/22/2004 0:00,Shipped,Classic Cars,115,S12_4675,"Vida Sport, Ltd",Gensve,Switzerland,Small
